,200_300_train,200_300_test
0,136,29
1,66,14
2,145,39
3,160,33
4,147,38
5,150,32
6,170,42
7,150,42
8,165,34
9,116,37
10,171,45
11,173,42
12,174,39
13,163,40
14,180,41
15,193,41
16,182,43
17,186,41
18,187,42
19,182,41
20,186,42
21,193,49
22,194,42
23,186,39
24,192,41
25,193,42
26,187,42
27,188,38
28,193,43
29,192,39
30,203,43
31,181,36
32,195,42
33,204,40
34,200,41
35,230,47
36,198,45
37,218,44
38,206,46
39,209,47
40,218,45
41,224,54
42,221,44
43,228,52
44,227,47
45,227,52
46,227,53
47,217,51
48,232,53
49,214,49
50,232,51
51,225,45
52,229,52
53,240,55
54,239,54
55,237,50
56,232,53
57,235,51
58,232,51
59,235,53
60,234,50
61,242,57
62,240,53
63,257,48
64,253,55
65,248,50
66,254,50
67,255,53
68,253,53
69,263,60
70,261,56
71,256,57
72,275,60
73,274,62
74,267,58
75,266,61
76,267,61
77,264,58
78,272,63
79,273,57
80,278,54
81,261,60
82,270,64
83,275,61
84,279,61
85,284,55
86,284,59
87,286,69
88,283,60
89,278,53
90,288,64
91,287,65
92,281,63
93,282,64
94,284,65
95,289,58
96,298,63
97,296,68
98,295,61
99,309,61
100,311,72
101,296,63
102,300,60
103,298,65
104,301,64
105,301,65
106,302,59
107,306,60
108,319,63
109,313,68
110,315,70
111,319,67
112,314,61
113,319,66
114,318,66
115,319,69
116,318,62
117,318,65
118,320,69
119,320,68
120,309,59
121,316,62
122,320,69
123,316,69
124,325,69
125,316,65
126,319,63
127,322,64
128,325,66
129,319,64
130,309,62
131,319,67
132,321,67
133,329,65
134,324,68
135,322,66
136,322,69
137,318,68
138,327,67
139,324,64
140,318,67
141,323,68
142,327,70
143,322,69
144,325,67
145,320,68
146,330,67
147,330,64
148,329,66
149,323,68
150,330,70
151,328,64
152,330,69
153,330,69
154,333,73
155,329,68
156,329,70
157,330,70
158,327,68
159,331,68
160,332,67
161,329,67
162,331,69
163,324,73
164,336,76
165,329,72
166,331,71
167,336,71
168,325,71
169,333,74
170,332,70
171,334,69
172,335,74
173,334,76
174,341,73
175,332,76
176,341,74
177,344,72
178,336,73
179,344,74
180,340,74
181,340,76
182,344,73
183,341,72
184,341,74
185,342,75
186,343,75
187,348,72
188,343,71
189,341,78
190,345,73
191,338,72
192,340,76
193,349,75
194,350,73
195,346,76
196,352,76
197,354,76
198,346,68
199,352,77
200,347,70
201,346,73
202,341,67
203,357,76
204,354,76
205,354,73
206,357,80
207,349,73
208,346,68
209,348,66
210,346,66
211,350,71
212,359,79
213,356,76
214,359,73
215,363,74
216,362,72
217,363,75
218,367,80
219,369,78
220,364,75
221,365,79
222,363,78
223,371,79
224,365,77
225,368,81
226,372,82
227,368,75
228,371,82
229,370,80
230,369,77
231,372,80
232,373,80
233,372,78
234,374,77
235,371,79
236,365,73
237,373,76
238,376,80
239,374,81
240,378,81
241,373,76
242,379,81
243,377,84
244,376,82
245,376,80
246,377,85
247,382,83
248,380,82
249,372,78
250,378,82
251,376,79
252,375,81
253,376,80
254,380,81
255,381,80
256,379,82
257,378,79
258,376,76
259,380,77
260,380,83
261,380,82
262,382,83
263,377,77
264,383,82
265,383,82
266,384,83
267,386,85
268,388,81
269,385,82
270,382,83
271,381,81
272,391,81
273,386,82
274,389,82
275,387,83
276,387,80
277,388,83
278,383,83
279,388,81
280,387,81
281,386,81
282,387,80
283,388,85
284,389,82
285,387,80
286,386,80
287,383,79
288,387,81
289,384,83
290,391,82
291,390,82
292,392,83
293,389,82
294,391,84
295,389,83
296,390,82
297,389,76
298,391,75
299,391,77
300,393,84
301,391,82
302,393,83
303,387,84
304,389,80
305,394,82
306,389,82
307,389,78
308,392,78
309,393,80
310,394,81
311,394,78
312,389,80
313,390,78
314,394,80
315,392,80
316,392,79
317,394,78
318,393,81
319,393,83
320,392,78
321,393,80
322,393,79
323,392,80
324,394,80
325,394,83
326,396,85
327,396,82
328,396,84
329,394,86
330,396,86
331,397,80
332,395,83
333,395,84
334,396,85
335,395,86
336,396,86
337,395,86
338,396,83
339,396,84
340,396,85
341,396,85
342,396,84
343,396,83
344,397,85
345,397,84
346,397,82
347,396,85
348,396,85
349,398,86
350,398,86
351,397,86
352,397,85
353,398,85
354,399,85
355,400,87
356,399,85
357,399,85
358,399,84
359,398,86
360,400,85
361,399,85
362,400,87
363,399,84
364,399,83
365,400,86
366,399,85
367,400,85
368,399,85
369,400,85
370,398,87
371,398,86
372,400,84
373,399,87
374,400,86
375,400,85
376,400,87
377,399,86
378,400,87
379,400,86
380,400,84
381,399,85
382,400,84
383,400,87
384,399,85
385,399,86
386,399,85
387,400,86
388,400,86
389,400,84
390,400,86
391,400,86
392,400,87
393,400,85
394,400,87
395,400,84
396,400,85
397,398,84
398,400,84
399,399,86
400,400,84
401,398,84
402,400,87
403,400,85
404,400,85
405,399,86
406,400,84
407,400,85
408,399,85
409,399,85
410,399,86
411,400,86
412,400,87
413,400,83
414,399,85
415,400,85
416,400,86
417,400,85
418,400,85
419,398,86
420,400,87
421,399,86
422,399,87
423,399,86
424,400,87
425,399,87
426,399,89
427,400,87
428,400,86
429,400,86
430,400,86
431,400,85
432,400,84
433,400,87
434,400,83
435,399,86
436,400,87
437,399,87
438,400,86
439,400,86
440,400,88
441,399,85
442,400,86
443,400,84
444,400,84
445,399,88
446,399,86
447,400,87
448,400,87
449,398,87
450,400,85
451,399,85
452,400,87
453,400,84
454,400,88
455,399,88
456,400,86
457,400,85
458,400,86
459,400,87
460,399,87
461,400,87
462,400,87
463,400,86
464,399,86
465,400,89
466,400,85
467,400,85
468,399,86
469,400,86
470,400,85
471,400,87
472,400,86
473,399,85
474,399,88
475,399,85
476,400,87
477,400,85
478,399,85
479,399,84
480,398,83
481,399,86
482,400,88
483,400,87
484,400,85
485,400,84
486,400,86
487,399,86
488,400,85
489,400,86
490,400,86
491,400,84
492,400,84
493,400,83
494,400,84
495,400,85
496,400,84
497,399,85
498,400,85
499,400,83
500,400,86
501,400,84
502,400,84
503,400,84
504,400,85
505,399,84
506,400,85
507,400,86
508,400,85
509,400,86
510,400,83
511,400,85
512,400,82
513,399,85
514,400,85
515,399,83
516,399,86
517,400,85
518,399,88
519,400,85
520,399,86
521,400,85
522,400,88
523,400,85
524,400,85
525,398,87
526,400,86
527,400,87
528,400,86
529,399,85
530,400,87
531,400,84
532,400,83
533,400,84
534,400,87
535,400,85
536,400,86
537,400,85
538,400,85
539,400,85
540,400,85
541,400,85
542,400,82
543,400,85
544,400,86
545,400,82
546,399,85
547,400,86
548,399,84
549,400,86
550,399,86
551,399,85
552,398,84
553,400,85
554,400,85
555,400,84
556,400,85
557,400,85
558,400,85
559,400,83
560,399,83
561,399,88
562,399,87
563,400,85
564,400,87
565,399,87
566,400,84
567,399,84
568,400,87
569,399,87
570,399,88
571,398,86
572,400,86
573,399,86
574,400,83
575,400,85
576,400,83
577,399,85
578,399,83
579,399,84
580,398,85
581,399,84
582,400,86
583,400,85
584,400,88
585,399,85
586,400,85
587,400,85
588,400,86
589,400,85
590,400,84
591,400,85
592,400,85
593,399,85
594,400,85
595,400,86
596,399,84
597,399,86
598,400,84
599,399,86
600,400,84
601,399,83
602,399,85
603,400,83
604,400,86
605,400,83
606,400,84
607,400,83
608,400,86
609,400,86
610,400,85
611,399,85
612,400,84
613,399,84
614,399,84
615,399,86
616,400,83
617,400,86
618,399,83
619,400,85
620,399,84
621,398,85
622,400,85
623,400,86
624,398,85
625,400,86
626,400,87
627,399,84
628,399,85
629,399,84
630,400,85
631,399,85
632,398,86
633,399,82
634,399,85
635,400,86
636,400,86
637,400,85
638,400,83
639,400,84
640,400,86
641,400,83
642,400,84
643,400,82
644,400,85
645,400,84
646,400,86
647,400,84
648,400,82
649,400,87
650,399,86
651,400,86
652,400,84
653,399,86
654,400,84
655,400,84
656,399,85
657,400,82
658,400,81
659,400,86
660,400,85
661,400,86
662,400,86
663,400,84
664,400,84
665,400,87
666,400,85
667,400,83
668,400,81
669,400,85
670,399,83
671,399,86
672,400,84
673,400,85
674,400,83
675,399,83
676,399,84
677,398,82
678,400,85
679,399,85
680,400,89
681,400,84
682,399,84
683,399,85
684,398,84
685,400,85
686,400,82
687,399,84
688,400,86
689,400,85
690,400,84
691,400,86
692,400,84
693,400,83
694,400,86
695,400,84
696,400,83
697,399,83
698,400,85
699,400,85
700,400,87
701,400,85
702,399,85
703,400,85
704,400,86
705,400,82
706,400,86
707,399,85
708,400,86
709,400,84
710,400,84
711,400,84
712,400,87
713,400,87
714,399,87
715,400,86
716,399,87
717,400,85
718,400,85
719,399,84
720,399,84
721,399,83
722,400,86
723,400,84
724,400,83
725,399,86
726,399,85
727,400,85
728,400,83
729,400,85
730,400,85
731,400,84
732,400,83
733,400,85
734,400,86
735,400,87
736,400,86
737,400,85
738,400,87
739,400,87
740,400,85
741,400,85
742,400,84
743,400,86
744,400,85
745,400,88
746,400,88
747,400,87
748,400,86
749,400,83
750,400,84
751,400,87
752,400,86
753,400,88
754,400,86
755,400,87
756,400,86
757,400,84
758,400,86
759,400,86
760,400,86
761,400,85
762,400,85
763,400,85
764,399,85
765,400,86
766,400,84
767,400,85
768,400,87
769,400,87
770,400,85
771,400,84
772,400,86
773,400,86
774,400,85
775,400,87
776,400,85
777,400,86
778,400,84
779,400,86
780,399,83
781,400,86
782,400,84
783,400,84
784,400,87
785,400,85
786,400,87
787,400,86
788,400,85
789,400,83
790,400,87
791,400,83
792,400,84
793,400,87
794,400,87
795,400,84
796,400,82
797,400,84
798,400,86
799,400,87
800,400,86
801,400,86
802,400,86
803,400,84
804,400,86
805,400,87
806,400,85
807,400,86
808,400,87
809,400,85
810,400,84
811,400,83
812,400,87
813,400,86
814,400,87
815,400,86
816,400,87
817,400,85
818,400,86
819,400,83
820,400,85
821,400,86
822,400,85
823,399,87
824,400,86
825,400,81
826,400,81
827,400,87
828,400,86
829,400,85
830,400,86
831,400,85
832,400,84
833,400,85
834,400,85
835,400,84
836,400,86
837,400,84
838,400,85
839,400,86
840,400,87
841,400,85
842,400,84
843,400,85
844,400,85
845,400,86
846,400,84
847,400,83
848,400,85
849,400,85
850,400,83
851,400,84
852,400,85
853,400,86
854,400,86
855,400,84
856,400,84
857,400,86
858,400,87
859,400,85
860,400,84
861,400,85
862,400,85
863,400,83
864,400,84
865,400,87
866,400,86
867,400,84
868,400,85
869,400,86
870,399,84
871,400,84
872,400,86
873,400,85
874,400,84
875,400,86
876,400,84
877,400,84
878,400,84
879,400,85
880,400,85
881,400,85
882,399,81
883,400,86
884,400,85
885,400,86
886,400,84
887,400,86
888,400,85
889,400,83
890,400,84
891,400,87
892,400,84
893,399,84
894,400,83
895,400,84
896,400,84
897,400,85
898,400,85
899,400,84
